종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"007340","디티알오토모티브","KOSPI",,"25750","-150","-0.58","25950","26050","25450","41161","1055351500","257345628750","9994005"
"187220","디티앤씨","KOSDAQ","벤처기업부","7410","130","1.79","7280","7430","7270","38741","284889920","81150666870","10951507"
"026890","디피씨","KOSPI",,"8910","150","1.71","8800","9040","8760","877369","7827861780","371352539250","41678175"
"163430","디피코","KONEX","일반기업부","4435","-5","-0.11","4600","4600","4125","4967","21841750","19086368430","4303578"
"131180","딜리","KOSDAQ","벤처기업부","1550","5","0.32","1550","1555","1530","33250","51339370","45492500000","29350000"
"317120","라닉스","KOSDAQ","기술성장기업부","10300","400","4.04","9900","10350","9850","341126","3468832880","98833650000","9595500"
"042510","라온시큐어","KOSDAQ","벤처기업부","3505","15","0.43","3470","3540","3470","556110","1957401485","123710110620","35295324"
"232680","라온테크","KONEX","일반기업부","12650","900","7.66","12150","13500","11800","21774","280441650","55293213250","4371005"
"300120","라온피플","KOSDAQ","벤처기업부","22700","200","0.89","22500","22800","22100","127771","2870008250","238292251200","10497456"
"036170","라이브파이낸셜","KOSDAQ","중견기업부","1860","-35","-1.85","1875","1920","1850","1780131","3343320980","83925872820","45121437"
"050120","라이브플렉스","KOSDAQ","중견기업부","558","1","0.18","557","563","551","601442","335759845","75687602112","135640864"
"171120","라이온켐텍","KOSDAQ","우량기업부","7560","0","0.00","7520","7580","7480","28919","217463650","142835434560","18893576"
"069540","라이트론","KOSDAQ","관리종목(소속부없음)","5420","0","0.00","0","0","0","0","0","108863838180","20085579"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","3150","-45","-1.41","3195","3195","3150","1301","4098195","10057950000","3193000"
"214260","라파스","KOSDAQ","기술성장기업부","24250","1350","5.90","24000","25000","23500","1034599","25180553400","204134463000","8417916"
"115390","락앤락","KOSPI",,"10150","0","0.00","10150","10200","10100","181807","1846605250","538027525700","53007638"
"200350","래몽래인","KONEX","일반기업부","20300","600","3.05","19950","20300","19600","7707","154626000","101266935700","4988519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","6840","0","0.00","6880","6880","6760","90910","618470130","79391661120","11606968"
"084650","랩지노믹스","KOSDAQ","벤처기업부","18900","-150","-0.79","19150","19350","18500","214650","4067101300","216081016200","11432858"
"217500","러셀","KOSDAQ","벤처기업부","2880","40","1.41","2840","2895","2785","516039","1479907030","91618560000","31812000"
"092590","럭스피아","KONEX","일반기업부","1525","25","1.67","1525","1525","1525","1","1525","11118924450","7291098"
"033600","럭슬","KOSDAQ","투자주의환기종목(소속부없음)","179","0","0.00","0","0","0","0","0","7308230437","40828103"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","70100","1500","2.19","68100","74900","68100","2252597","162933966700","1660234800600","23683806"
"060300","레드로버","KOSDAQ","투자주의환기종목(소속부없음)","1830","0","0.00","0","0","0","0","0","48765969930","26648071"
"038390","레드캡투어","KOSDAQ","우량기업부","19200","50","0.26","19150","19400","18900","12451","238265600","164918016000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","11100","150","1.37","10900","11200","10850","166703","1844110250","382950000000","34500000"
"228670","레이","KOSDAQ","벤처기업부","53300","800","1.52","52800","55800","52000","270349","14532451300","354619131100","6653267"
"228850","레이언스","KOSDAQ","우량기업부","10950","50","0.46","10900","11000","10850","51695","565550750","181671603300","16591014"
"281740","레이크머티리얼즈","KOSDAQ","중견기업부","2760","45","1.66","2735","2820","2690","1700519","4702171290","181416312480","65730548"
"215100","로보로보","KOSDAQ","벤처기업부","4725","45","0.96","4680","4750","4660","237678","1121550580","84097695150","17798454"
"090360","로보스타","KOSDAQ","중견기업부","19250","450","2.39","18600","19350","18600","294286","5581382250","187687500000","9750000"
"238500","로보쓰리","KONEX","일반기업부","674","17","2.59","700","717","650","36294","24698329","3155779884","4682166"
"108490","로보티즈","KOSDAQ","기술성장기업부","13750","350","2.61","13600","13800","13450","271487","3694261700","154701250000","11251000"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","306","4","1.32","303","311","302","743022","227486734","43385062500","141781250"
"067730","로지시스","KOSDAQ","중견기업부","4650","25","0.54","4625","4740","4580","51939","240761915","43435287300","9340922"
"071280","로체시스템즈","KOSDAQ","중견기업부","6450","160","2.54","6230","6590","6220","419511","2694267200","98663089350","15296603"
"032350","롯데관광개발","KOSPI",,"15000","200","1.35","14800","15100","14550","227804","3387286150","1039134930000","69275662"
"330590","롯데리츠","KOSPI",,"5350","70","1.33","5300","5370","5280","553446","2953658940","920033529400","171968884"
"000400","롯데손해보험","KOSPI",,"1750","15","0.86","1745","1755","1740","453731","791866830","543088560000","310336320"
"023530","롯데쇼핑","KOSPI",,"102500","2000","1.99","100500","105000","100500","243140","25083945500","2899597387500","28288755"
"004000","롯데정밀화학","KOSPI",,"55200","1800","3.37","53700","55500","53400","183174","10045823500","1424160000000","25800000"
"286940","롯데정보통신","KOSPI",,"40150","600","1.52","39550","40200","39000","77569","3094504150","618162689650","15396331"
"280360","롯데제과","KOSPI",,"102000","0","0.00","101500","102500","101000","7899","803562500","654505134000","6416717"
"004990","롯데지주","KOSPI",,"35300","1000","2.92","34300","35300","34100","236970","8286396650","3703296066100","104909237"
"00499K","롯데지주우","KOSPI",,"63700","400","0.63","63200","64300","63200","2691","171052300","62911585100","987623"
"005300","롯데칠성","KOSPI",,"108500","-1000","-0.91","109500","109500","107500","29568","3210881000","973800845500","8975123"
"005305","롯데칠성우","KOSPI",,"59900","-500","-0.83","60400","60400","59500","1635","97486600","46441069000","775310"
"011170","롯데케미칼","KOSPI",,"276000","11500","4.35","266000","280000","265500","386964","106662274000","9460015644000","34275419"
"002270","롯데푸드","KOSPI",,"331500","-5500","-1.63","338500","338500","330000","6844","2277852500","375214905000","1131870"
"071840","롯데하이마트","KOSPI",,"31150","150","0.48","31000","31350","30900","107672","3341955800","735380228800","23607712"
"038060","루멘스","KOSDAQ","중견기업부","3115","125","4.18","3005","3210","3005","2117241","6612112535","148643906250","47718750"
"162120","루켄테크놀러지스","KONEX","일반기업부","7150","-40","-0.56","7190","7190","7000","199","1403680","35465580150","4960221"
"253610","루트락","KONEX","일반기업부","3665","475","14.89","3665","3665","3665","1","3665","27436230315","7486011"
"085370","루트로닉","KOSDAQ","벤처기업부","9610","170","1.80","9470","9850","9270","389242","3743511380","247055715510","25708191"
"08537M","루트로닉3우C","KOSDAQ","벤처기업부","14150","700","5.20","14000","14350","13100","488","6710950","9439917800","667132"
"060240","룽투코리아","KOSDAQ","중견기업부","4645","105","2.31","4510","4650","4505","92286","424230100","118119024180","25429284"
"058470","리노공업","KOSDAQ","우량기업부","135000","-300","-0.22","135300","135700","133300","82999","11161498196","2057719950000","15242370"
"039980","리노스","KOSDAQ","중견기업부","1165","-5","-0.43","1180","1180","1165","245026","286831240","48394805990","41540606"
"019570","리더스 기술투자","KOSDAQ","중견기업부","505","3","0.60","509","509","496","259054","129501541","48423769260","95888652"
"016100","리더스코스메틱","KOSDAQ","중견기업부","3645","85","2.39","3595","3645","3500","32808","117352920","66293124030","18187414"
"012700","리드코프","KOSDAQ","우량기업부","6990","90","1.30","6930","7010","6800","147526","1016832420","184858483650","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","32700","450","1.40","31950","33100","31750","83044","2698167850","199107553200","6088916"
"029480","릭스솔루션","KOSDAQ","중견기업부","575","16","2.86","559","583","540","2107445","1199233996","45807821200","79665776"
"277070","린드먼아시아","KOSDAQ","중견기업부","5250","30","0.57","5220","5270","5130","53988","281324820","70875000000","13500000"
"042500","링네트","KOSDAQ","중견기업부","7280","-30","-0.41","7390","7480","7230","719953","5300099800","110778871840","15216878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","7670","170","2.27","7540","7670","7430","253349","1924189460","76700000000","10000000"
"027740","마니커","KOSPI",,"683","1","0.15","682","686","677","1275372","869212542","135556781702","198472594"
"195500","마니커에프앤지","KOSDAQ","중견기업부","8300","-40","-0.48","8400","8400","8240","108367","900169350","89374400000","10768000"
"222810","마이더스AI","KOSDAQ","투자주의환기종목(소속부없음)","668","-44","-6.18","715","752","668","10691339","7680794569","71972351388","107743041"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","18500","1200","6.94","17750","18700","17300","110579","1974992600","134339600000","7261600"
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","6170","90","1.48","6150","6320","6000","121975","751778480","51289766220","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","6610","170","2.64","6510","6990","6410","497016","3348781000","71519314260","10819866"
"038290","마크로젠","KOSDAQ","투자주의환기종목(소속부없음)","27100","250","0.93","27100","27500","26850","63077","1711814300","288117823400","10631654"
"204320","만도","KOSPI",,"58800","-100","-0.17","59000","60700","58800","706704","41989904600","2761078656000","46957120"
"001080","만호제강","KOSPI",,"17500","-50","-0.28","17400","17750","17350","8604","151100400","72625000000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","69900","100","0.14","69800","70100","69400","14794","1033785200","548270296200","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","8440","70","0.84","8400","8470","8310","7564","63231460","115782485760","13718304"
"127160","매직마이크로","KOSDAQ","투자주의환기종목(소속부없음)","297","2","0.68","293","300","289","1177324","346007056","20629542186","69459738"
"093520","매커스","KOSDAQ","중견기업부","5010","50","1.01","4975","5080","4945","310146","1555011485","80977090920","16163092"
"141070","맥스로텍","KOSDAQ","벤처기업부","1525","-55","-3.48","1630","1635","1520","2762610","4320811525","54740408750","35895350"
"088980","맥쿼리인프라","KOSPI",,"10650","-200","-1.84","10800","10850","10650","2578340","27624611950","3717322178400","349044336"
"094800","맵스리얼티1","KOSPI",,"3995","-10","-0.25","4015","4015","3985","168817","674717435","370873152345","92834331"
"100590","머큐리","KOSDAQ","우량기업부","9180","270","3.03","8960","9290","8960","75828","695852750","135529848000","14763600"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","34300","0","0.00","34500","34500","34200","9496","326242750","203288519700","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","11550","0","0.00","11600","11600","11450","32428","374666950","137687076450","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","39000","650","1.69","38000","39600","37750","108025","4236557900","461833320000","11841880"
"133750","메가엠디","KOSDAQ","중견기업부","4080","25","0.62","4055","4120","4005","230509","936036965","95500874160","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","117700","-1500","-1.26","120000","121900","116900","519577","61629778000","2393410903400","20334842"
"200580","메디쎄이","KONEX","일반기업부","9920","-230","-2.27","11000","11000","9920","4985","49949280","34503337280","3478159"
"041920","메디아나","KOSDAQ","벤처기업부","16350","100","0.62","16300","16500","16250","86456","1412958200","141435609600","8650496"
"233250","메디안디노스틱","KONEX","일반기업부","41200","5350","14.92","41200","41200","41200","11","453200","71957200800","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","4195","0","0.00","0","0","0","0","0","49501000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","8320","70","0.85","8200","8590","8130","5674","46540640","19523362560","2346558"
